equip,mode,start,end,duration_min,n_points,peak_mae,peak_ratio,mean_mae,mean_ratio,dist_to_failure_days,category
B-0302C,uni,2024-02-02 04:56:00,2024-02-02 05:55:00,59.0,60,0.01305879,1.472,0.004529595794285714,0.511,209.79,far
B-0302C,uni,2024-02-08 07:59:00,2024-02-08 09:40:00,101.0,102,0.025078006,2.827,0.005681247683571429,0.64,203.67,far
B-0302C,uni,2024-02-08 12:08:00,2024-02-08 13:51:00,103.0,104,0.022666415,2.555,0.005502915883684211,0.62,203.49,far
B-0302C,uni,2024-02-08 16:57:00,2024-02-08 17:47:00,50.0,51,0.026537832,2.992,0.008870475432786887,1.0,203.29,far
B-0302C,uni,2024-02-08 17:50:00,2024-02-08 17:51:00,1.0,2,0.00777457,0.876,0.004268431299999999,0.481,203.26,far
B-0302C,uni,2024-02-11 22:18:00,2024-02-11 22:20:00,2.0,3,0.013121199,1.479,0.009884317192307692,1.114,200.07,far
B-0302C,uni,2024-02-11 22:22:00,2024-02-11 22:27:00,5.0,6,0.009983849,1.126,0.00943082365625,1.063,200.07,far
B-0302C,uni,2024-02-11 22:29:00,2024-02-11 23:29:00,60.0,61,0.010859307,1.224,0.004268494404507042,0.481,200.06,far
B-0302C,uni,2024-02-11 23:31:00,2024-02-11 23:33:00,2.0,3,0.00106686,0.12,0.0009632648076923077,0.109,200.02,far
B-0302C,uni,2024-02-16 00:27:00,2024-02-16 07:11:00,404.0,405,0.017894255,2.017,0.009696424035180723,1.093,195.98,far
B-0302C,uni,2024-02-16 23:13:00,2024-02-17 00:24:00,71.0,72,0.012542518,1.414,0.006993163325609756,0.788,195.03,far
B-0302C,uni,2024-02-17 02:00:00,2024-02-17 02:27:00,27.0,28,0.00957188,1.079,0.007822674081578948,0.882,194.92,far
B-0302C,uni,2024-02-19 23:38:00,2024-02-20 00:15:00,37.0,38,0.009592281,1.081,0.00763908540625,0.861,192.02,far
B-0302C,uni,2024-02-20 00:17:00,2024-02-20 00:22:00,5.0,6,0.008772405,0.989,0.00716103610625,0.807,191.99,far
B-0302C,uni,2024-02-20 00:24:00,2024-02-20 00:36:00,12.0,13,0.008772405,0.989,0.0070705912739130435,0.797,191.98,far
B-0302C,uni,2024-02-21 11:54:00,2024-02-21 13:20:00,86.0,87,0.011312798,1.275,0.007749496307216495,0.874,190.5,far
B-24001B,uni,2024-11-21 00:37:00,2024-11-21 02:30:00,113.0,114,0.026413169,2.355,0.010525211847580646,0.938,45.97,far
B-24001B,uni,2024-11-22 17:02:00,2024-11-22 17:32:00,30.0,31,0.021873629,1.95,0.012475270609756096,1.112,44.29,far
B-24001B,uni,2024-11-22 17:37:00,2024-11-22 18:56:00,79.0,80,0.021873629,1.95,0.008318542100777777,0.742,44.27,far
B-24001B,uni,2024-11-27 12:25:00,2024-11-27 16:10:00,225.0,226,0.037123848,3.31,0.015473728319067796,1.38,39.48,far
B-24001B,uni,2024-11-27 16:16:00,2024-11-27 16:16:00,0.0,1,0.0015137732,0.135,0.0014205751999999997,0.127,39.32,far
B-24001B,uni,2024-11-27 18:40:00,2024-11-28 00:08:00,328.0,329,0.035144605,3.133,0.012307666060471975,1.097,39.22,far
B-24001B,uni,2024-11-28 00:12:00,2024-11-28 00:15:00,3.0,4,0.014665458,1.308,0.008869120942857142,0.791,38.99,far
B-24001B,uni,2024-11-28 01:03:00,2024-11-28 02:03:00,60.0,61,0.018393004,1.64,0.008044899223943665,0.717,38.96,far
B-24001B,uni,2024-11-28 07:58:00,2024-11-28 09:07:00,69.0,70,0.02209863,1.97,0.014363332282499999,1.281,38.67,far
B-24001B,uni,2024-11-28 09:19:00,2024-11-28 09:50:00,31.0,32,0.009281318,0.828,0.007625008773809523,0.68,38.61,far
B-24001B,uni,2024-11-28 10:17:00,2024-11-28 12:05:00,108.0,109,0.021983342,1.96,0.010346737006722687,0.923,38.57,far
B-24001B,uni,2024-11-29 05:21:00,2024-11-29 06:09:00,48.0,49,0.030097494,2.683,0.016371297918644067,1.46,37.78,far
B-24001B,uni,2024-11-29 06:14:00,2024-11-29 09:47:00,213.0,214,0.029217923,2.605,0.011826605986160714,1.054,37.74,far
B-24001B,uni,2024-11-29 16:24:00,2024-11-29 18:46:00,142.0,143,0.019696323,1.756,0.011175511926143791,0.996,37.32,far
B-24001B,uni,2024-11-29 18:48:00,2024-11-29 19:07:00,19.0,20,0.0037275741,0.332,0.00291042843,0.259,37.22,far
B-24001B,uni,2024-11-29 19:10:00,2024-11-29 19:10:00,0.0,1,0.0037275741,0.332,0.0018186392909090908,0.162,37.2,far
B-24001B,uni,2024-11-29 19:12:00,2024-11-29 19:18:00,6.0,7,0.002338768,0.209,0.0014904520470588236,0.133,37.2,far
B-24001B,uni,2024-11-30 17:44:00,2024-12-02 15:48:00,2764.0,2765,0.020782921,1.853,0.011812789857477477,1.053,36.26,far
B-24001B,uni,2024-12-02 16:11:00,2024-12-02 16:45:00,34.0,35,0.014437382,1.287,0.007504470541444445,0.669,34.33,far
B-24001B,uni,2024-12-03 11:41:00,2024-12-03 12:41:00,60.0,61,0.014549185,1.297,0.00753417953943662,0.672,33.51,far
B-24001B,uni,2024-12-03 21:48:00,2024-12-03 23:29:00,101.0,102,0.016812734,1.499,0.007378760773214285,0.658,33.09,far
B-24001B,uni,2024-12-04 07:26:00,2024-12-04 08:12:00,46.0,47,0.016804459,1.498,0.01010245513859649,0.901,32.69,far
B-24001B,uni,2024-12-18 14:12:00,2024-12-18 15:09:00,57.0,58,0.014559772,1.298,0.007357894466176472,0.656,18.41,far
B-24001B,uni,2024-12-19 02:49:00,2024-12-19 03:49:00,60.0,61,0.016161596,1.441,0.008611689916901408,0.768,17.88,far
B-24001B,uni,2024-12-19 15:53:00,2024-12-19 16:52:00,59.0,60,0.016324343,1.455,0.00835346947857143,0.745,17.34,far
B-24001B,uni,2024-12-19 18:30:00,2024-12-19 22:47:00,257.0,258,0.029013956,2.587,0.012833113331343283,1.144,17.23,far
B-24001B,uni,2024-12-20 00:47:00,2024-12-20 03:50:00,183.0,184,0.027726771,2.472,0.011884243877835052,1.06,16.97,far
B-24001B,uni,2024-12-20 04:56:00,2024-12-20 05:56:00,60.0,61,0.01441805,1.286,0.008057891163380284,0.718,16.79,far
B-24001B,uni,2024-12-20 08:35:00,2024-12-20 12:49:00,254.0,255,0.024812033,2.212,0.011716288447924527,1.045,16.64,far
B-24001B,uni,2024-12-20 13:49:00,2024-12-20 14:00:00,11.0,12,0.011645859,1.038,0.007398896627272727,0.66,16.42,far
B-24001B,uni,2024-12-27 12:13:00,2024-12-27 13:41:00,88.0,89,0.020425735,1.821,0.009151531858585858,0.816,9.49,near_10d
B-24001B,uni,2024-12-27 14:46:00,2024-12-27 16:40:00,114.0,115,0.024680125,2.2,0.011229246783999999,1.001,9.38,near_10d
B-24001B,uni,2024-12-28 03:50:00,2024-12-28 05:50:00,120.0,121,0.016702717,1.489,0.009039601509160305,0.806,8.84,near_10d
B-24001B,uni,2024-12-30 03:39:00,2024-12-30 05:28:00,109.0,110,0.020000301,1.783,0.008404933580833333,0.749,6.85,near_10d
B-24001B,uni,2024-12-30 21:25:00,2024-12-30 22:30:00,65.0,66,0.020384854,1.817,0.009028416732894735,0.805,6.11,near_10d
B-24001B,uni,2024-12-31 03:59:00,2024-12-31 10:00:00,361.0,362,0.030566161,2.725,0.01208733841612903,1.078,5.83,near_10d
B-24001B,uni,2024-12-31 23:11:00,2025-01-01 01:06:00,115.0,116,0.018853512,1.681,0.009830337783333334,0.876,5.03,near_10d
B-24001B,uni,2025-02-10 12:14:00,2025-02-10 19:24:00,430.0,431,0.021362197,1.905,0.012241255629251702,1.091,35.51,far
B-24001B,uni,2025-02-10 19:38:00,2025-02-10 19:45:00,7.0,8,0.013314623,1.187,0.010993449888888888,0.98,35.82,far
B-24001B,uni,2025-02-10 19:51:00,2025-02-10 20:37:00,46.0,47,0.013476664,1.202,0.005380055473157895,0.48,35.83,far
B-24001B,uni,2025-02-11 13:56:00,2025-02-11 15:01:00,65.0,66,0.01639895,1.462,0.003149868011710526,0.281,36.58,far
B-24001B,uni,2025-02-14 10:57:00,2025-02-14 12:24:00,87.0,88,0.02061204,1.838,0.005196453299183674,0.463,39.46,far
B-24001B,uni,2025-02-17 13:56:00,2025-02-17 14:07:00,11.0,12,0.021460386,1.913,0.008334696950000001,0.743,42.58,far
B-24001B,uni,2025-02-17 14:22:00,2025-02-17 14:31:00,9.0,10,0.0031036998,0.277,0.0028048257649999995,0.25,42.6,far
B-24001B,uni,2025-02-28 13:47:00,2025-02-28 15:20:00,93.0,94,0.030334784,2.705,0.012192164920846156,1.087,53.57,far
B-3403C,uni,2023-03-25 04:18:00,2023-03-25 05:15:00,57.0,58,0.0076619587,1.309,0.006734608583823529,1.15,170.82,far
B-3403C,uni,2023-03-25 05:18:00,2023-03-25 05:35:00,17.0,18,0.00672207,1.148,0.005058351453571429,0.864,170.78,far
B-3403C,uni,2023-03-25 05:37:00,2023-03-25 05:39:00,2.0,3,0.0054984223,0.939,0.004983802092307693,0.851,170.77,far
B-3403C,uni,2023-03-25 05:41:00,2023-03-25 06:08:00,27.0,28,0.0058840453,1.005,0.0049500438105263165,0.846,170.76,far
B-3403C,uni,2023-03-25 06:14:00,2023-03-25 06:14:00,0.0,1,0.005885907,1.005,0.005090384645454546,0.87,170.74,far
B-3403C,uni,2023-03-25 06:45:00,2023-03-25 07:15:00,30.0,31,0.0064463485,1.101,0.0047626636634146334,0.814,170.72,far
B-3403C,uni,2023-03-25 07:17:00,2023-03-25 07:23:00,6.0,7,0.004346669,0.743,0.003991277129411765,0.682,170.7,far
B-3403C,uni,2023-03-25 07:26:00,2023-03-25 07:39:00,13.0,14,0.004346669,0.743,0.0035535518625,0.607,170.69,far
